"1","77","1","2020-09-02 00:00:00.000000","2020-09-02 00:00:00.000000"
"2","54","2","2020-09-02 00:00:00.000000","2020-09-02 00:00:00.000000"
"3","120","3","2020-09-02 00:00:00.000000","2020-09-02 00:00:00.000000"
"4","88","4","2020-09-02 00:00:00.000000","2020-09-02 00:00:00.000000"
"5","35","5","2020-09-02 00:00:00.000000","2020-09-02 00:00:00.000000"
